,stars,title,content
147,3,Able to print from my phone and my laptop,The printer keeps going off line
148,3,Wanna be,This printer is a wanna be professional printer. The color was not very vibrant and the connection to internet was awful. Would not recommend. Setup was not the best. I miss the old printers that didn't require internet.
149,3,A headache,"If you want to deal with an issue every time you want to print something, please get this printer."
150,4,Hp printer,"I was told I would get free ink , but never got any info. What is the deal. Printer is greatWhere’s the free ink. This is what irks me about Amazon. HELPSHOW ME HOW TO GET MY FREE INK 🥴"
151,4,Hp headach,Not that easy to set up had to have help. Did not know about needing to only use hp ink
152,4,Hp printer,The starter pack of inks were not included. It looked as though this printer package had been opened before. It was probably a return & then sold to me.
153,4,Great printer,Takes a minute to start up but once it is setup it has worked great for me with no issues . I think the value was decent too from other printers I compared. Scans and prints good also easy to use and decent size. Not too big not too small
154,4,Nice printer at good price,Fairly easy to set up wireless to my home network. Prints fast and well. However I'm not looking forward to the cost of ink when the time comes thus 4 stars and not five.
155,4,Instant Ink Problems,The printer if fine but never could get the Instant Ink to activate.
156,4,Very Nice Printer/Copier,The HP 8015e appears to be a good printer especially for the price.  The only problem is it can be difficult to setup but eventually you will get there.  I called HP for help and they were very good to work with.
157,4,Good,"It’s been pretty good so far. I’m having troubles with the scanner as it never wants to connect to the computer. The Wi-Fi part is a little jank other than that it’s really good for the price. I also got the six month ink deal, it is five dollars you get six months of extra ink, so that’s a pretty great deal itself."
158,4,Not the easiest,But HP is one of the best. I wanted it to work with my cell phone but I could not get that to work. I followed all directions to a T and my phone is paired with the printer but the printer can't see my cell phone.
159,4,"Great printer, awful free ink incentive","The printer works well and the top feeder is great for scanning applications.  However, the incentive for free ink offered in the advertising is awful.  The printer came with start-up ink.  However, the offer was not for free ink in six months, only two.  In addition, when my two month offer was over, I still had not emptied the initial ink cartridges.  I cancelled my subscription after two months.  However, it means that the ink provided as replacement cannot be used because I am no longer subscribed to HP Instant Ink.  I would recommend receiving credits for replacement ink as opposed to a subscription service."
160,4,Good variety for price,This all in one printer is compact and easy to use.  The only thing I don't like about it is that printing takes a while. It makes several clicking sounds like the ink cartridges are moving back and forth trying to decide to print or not. Otherwise it is simple to set up and use the features.  I have not had to use the tech support so 4 stars given
161,4,Did the job,The color
162,4,Pain to install software,"You go to a website to set the printer up. It takes you to a Microsoft app. (YUCK) It kept hanging up. So I skipped that and logged into the HP website, and downloaded the executable installer. Finally got it to install the wireless drivers, but still having trouble getting it to install drivers for USB cable. It's works fine now I could see a new user give up."
163,4,Very disappointing,"I purchased this printer in July, 2023. I don’t know how it became uninstalled, but the Smart App and the set up instructions are not working for reinstalling this printer. I certainly hope I’m not going to be forced to purchase another printer!  I have spent 2 1/2 months trying to solve this set up issue to no avail."
164,4,"Connecting was easy, until it wasn’t","This printer came in and was set up in minutes.  Had no issue with connecting my phone for remote printing.  However, later on could not get my wife’s phone to connect.  Otherwise print quality is good and at a great price."
165,4,Good Quality,"Good quality except that to get software updates, you get blackmailed into only buying HP cartridges."
166,4,Serves my needs.,For home use only.  Had trouble signing up for instant ink.
167,4,Nice,"Very nice. came packaged well. Pretty easy to set up, although the app is slightly annoying. Nonetheless, super happy to have an easy, functioning printer/copier. It works well and prints quickly."
168,4,Reliable,I use hp always and am satisfied with the performance
169,4,Great value,"I was about to give up hope on HP printers. I absolutely love the ink plan, which is why I've stayed loyal to the brand. This printer is definitely worth the price. It's sturdy (18 pounds!) But not so bulky that it's obnoxious. No connectivity issues so far like I had with every other HP printer I've owned. Fast shipping and relatively easy setup. I would recommend it."
170,4,Decent,"This is a decent machine. It does everything it is purported to do. Fits my needs. That being said, I am a bit concerned about how lightweight it is. It feels like it will fall apart it I move it. But, so far, so good; and I haven't been extra careful. So, maybe I am worrying about nothing. As I said, fits my needs."
171,4,Easy set up,It was easy to set up and I was able to print my insurance cards from my email. The only reason I did not give it 5 stars is because it was advertised 6 months of free ink but it’s a scam. You have to sign up for an ink plan. It says you can cancel when you want but that’s not what was advertised. Really frustrating when companies pull scams like this
172,4,It works well but...,the oklder model 8630 was 10 times better.  this one uses ink too fast.
173,4,Not a fax Machine,"Hook up and set up were super quick. Much easier than previous generations. Photo print is great. Having trouble getting envelopes to print right.Happy with everything else so far, EXCEPT... I was really looking for a unit that could fax. In the description it says it faxes.Much later on, on different pages, one finds out that it can 'Mobile Fax.'  Haven't played with that yet, but occasionally, yes rarely, but occasionally, I need to fax a piece of paper. Not scan and email.I can adapt. I'm just miffed because I was led to believe I didn't have to."
174,4,Love the WiFi printing,"Set up did not go smoothly for me…had to call tech support twice. But once it was set up, I love the convenience and the print quality is fine for my purposes. This is a good printer for the price."
175,4,Paper catch tray flimsy,Overall good printer.  Tray that catches printed paper a little hard to open and close.
176,4,Ink quality and easy to use,It's prints good but the overall quality of the printer is kinda of ok. The plastic feel very fragile
177,4,Easy hookup,Runs great easy hook up. Prints nice quality black and white as I use it
178,4,It's an HP.  I expect quality.,Currently having paper jam issues.  Not quite sure what is causing it.  Will change paper and see if that helps.
179,4,Nice and easy to set up,"Great printer.  I added it to my home office. Easy to set up, scan, print, and copy.  Quiet and quick."
180,4,good fit,"use of HP help was very not helpful as MAIN objective was to sell us a ""insurance /protection ""police for extra amount $100 for a year or larger amount for longer.  If you referred to a HP 'TECHNICIAN"" good luck as they are glorified sales personnel.  Able to be able to get printer to function on our own.  Just for info the problem was not the printer is was with both of our computers.  AKA sell you 2 computers to get your printer to work or give us for $100 each update our laptops.  BE CAREFULL USING HP HELP."
181,4,It prints fine and wireless,"When I add paper or checks to print, it's hard to get the lid to fit on the paper tray. It can get frustrating. But I like it being wireless and they have sent us more ink for free which is awesome! I would still buy it again."
182,4,Works great but lacks feature,"Does everything that I need if you leave it powered on, but my old printer would wake up without being powered on when I sent a print job to it from my phone or laptop.  This one must be powered on before you send a print job to it.  I don’t print much of anything anymore and don’t usually have it powered on. I really liked that feature and miss it a lot!"
183,4,Good,Some features are a little hard to figure out but with time I think will be a great printer. Just hope it last as long as my last HP.. 20 yrs!!
184,4,Have always use HP printers,Very familiar with HP printers and therefore purchased another. Harder to set up without a CD but had to download from online programs.
185,4,Energy savings,They want me to leave it on all the time for updates that sucks up electricity other than that the printer quality is okay.
186,4,printer hook up was hard to figure out,"had one HE-- of a time trying to figure out making it work. I could not get it to print anything but the info screen. Went through a lot of time, ink & paper to watch it print the same thing ! Have used HP for years for all my home printing which is not much ."
187,4,HP 8015e,"The only thing that was a little tougher to set up was the scan to email. However, I am old school and not as technically equiped."
188,4,Does its job well,"The scanning feeder makes scanning in multiple pages at once very easy. For double sided scanning it requires you to use the app to rearrange the page order after separately scanning both sides of your documents, but it's still easier than scanning one page at a time."
189,4,Some issues with HP Smart,"It's a great printer don't get me wrong, but I've ran into some issues with the software. I've had trouble trying to log in just to try and scan some papers. It opens up in the browser and depending on what you use as a browser, you may run into issues. The ink does not seem to last very long, but I don't have much experience with other printers and I have used it often enough."
190,4,Easy to set up,"This printer is pretty noisy while printing, but gets the job done."
191,4,Works well,Wish it would print business card
192,4,Easy setup,This printer works great. This is my first wireless printer and the set up was nice and easy!
193,4,Great,Is a good item
194,4,HP OfficeJet 8015e,"The print quality of the printer is excellent, but the paper tray and paper output tray are  very flimsy (poor quality)"
195,4,Great printer,"The only thing I don’t like is the paper tray. I can’t figure out how to adjust it to hold the paper tight. Other than that, it’s great."
196,4,HP Printer/Scanner/Fax does not Fax.,"HP Printer/Scanner/Fax This model prints well, scans well. I am very disappointed that it does not directly Fax. It takes you down a rabbit hole using your mobile to fax. We do not send and receive faxes. We now using eFax to send and receive faxes adding an unnecessary monthly cost. When a printer is sold as a fax on its capabilities it should be able to fax as my past multi-function printers"
197,4,Tiny ink cartridges,Works great but the ink cartridges are very small and if I would have known that I would not have gotten this printer. I print a ton and it’s annoying to constantly have to change them. My old HP was not like this and only had a colored one and black one and they lasted a long time before needing to change them
198,4,HP Printer 8015E,"It took me a while to get this printer up and running but got it done by trial and error. After getting it going and setup, it prints very well. Instructions don't really help much and until you get it almost completely setup there isn't anyone to contact for help."
199,4,Double sided printing,double sided printing is great
200,5,Great product,Home use and easy setup.Performs perfectly!
201,5,HP GREAT PRODUCT!!!?,"I had an HP printer for years... When it went out...I finally decided to purchase this one..I was really on the fence about a refurbished... I am so happy w this purchase...the print color size and functionality are just as good had I bought new! I can print from my phone and laptop..the warranty is a great price as well... Whenever I was setting up I did have a couple of questions...HP customer service WAS AND STILL ARE always so kind professional and ""patient"" to help...the ink and paper programs can not be beat.. I'll always recommend HP to anyone!"
202,5,Buyer Beware!! Horrible quality and ink issues,"First off the quality is terrible. It starts making noises out of nowhere, even late at night. Connecting from certain devices is impossible.Second, more troubling - generic inks which are cheap will NOT work. the Machine basically stops working when you try to insert non-HP ink. We bought ink from HP and it was essentially empty. It was so light I couldn't believe it when I opened it. I changed to the new ink and the low ink came on. it prints faintly and streaks all the time anyway. Spend a little more and go with a better brand. AVOID this company."
203,5,easy to set up and use,Much easier to get connected and set up >
204,5,"Good printer, reasonably priced","Bought this when my previous HP printer just wasn't printing well anymore, even after replacing ink cartridges, etc.  Glad I bought it as my prints are 100% improved.  Wi-fi direct printing working well also, very happy overall."
205,5,Functionality,Good printer for a multitude of uses.
206,5,"Value, functions, size, quality","Very easy to set up, prints great, good buy for the price."
207,5,Easy set-up,HP OfficeJet 8015e Wireless Color All-in-One Printer came in well packaged and was very easy to set up.  Then download the HP Smart app if you don't already have it and you are ready to go.  I like the automatic document feeder feature and it works well.
208,5,Not as compatable as they would have you to believe,"If you own a Mac with an intel processor you no that apple has just recently stopped support Mac’s with the Intel Processor I think HP jumped the gun just a bit by not providing a work around since Many businesses are still trying to upgrade their Mac systems.  Despite this overlook I’’s a wonderful printer at a great price, but look at the cost of the ink cartridges before you jump in.  You can over come this shock if you choose to own it rather that lease it, by enrolling in the instant ink and or paper services.  For a monthly fee they monitor you ink and  if you choose their paper  service, lapped usage and before you run out they ship you ink or paper before you run out.  I tried to take a guess at my printer usage a was I off so without any issue during there trial period I changed my plan.  Now I don’t need to go to the Office supply store or order online hoping that they have my cartridge in stock or if the ink will be here on time."
209,5,New printer,I am very happy with my new printer. My neighbor set up for me and they are ordering one also. Great price
210,5,Refurbished is AWESOME!,"I bought this HP printer refurbished, and I have to explain, not only was the price beyond incredible, I received this printer and it was as good as brand new.  I saved the earth from having one more plastic printer buried in it, paid an incredibly low price, and received incentive deals as well.  Check out refurbished. I am amazed, and seriously, HP is truly the best printer out there for the home office."
211,5,Buena calidad,
212,5,Excelente calidad,"Me gustó el producto porque es facil de usar, rápido, y además las impresiones son de excelente calidad, puedes moverlo a cualquier lugar donde lo necesites, y su tamaño es ideal, me encanto"
213,5,Best printer ever!,Would definitely buy again. Easy to install! Functions perfectly! Print quantity is even better than I expected! Very durable! Colors are vibrant! Love it!
214,5,Very crisp printing. Lots of features.,"My old HP died so I got this model. Had scan, fax, print, etc. The set up was a little tedious but then I reverted to my knowledge of my past HP model.  The new printer and I set up some of the features all by ourselves using the machines home screen, ignoring the ""new and improved"" online instructs.The machine is very quiet. I do like this machine's scan feature as it lets you choose to fax, email or save once the scan is completed. I would take away a half star for the bottom paper tray being sort of cheaply put together and has to be handled carefully when opening and closing."
215,5,good quality HP printer,I always buy HP printers as they are reasonably priced and do not use a lot of ink. I do a lot of printing and I generally am able to get 3 to 4 years usage. I do not recommend this for bulk printing. I am somewhat disastified with HP as I could not figure out how to scan multiple sheets and when I contacted HP for support they did nothing to help me.
216,5,just what I need,"I have started at the small notary business and don’t have the money for one of the higher and laser printers just yet. I needed something in a pinch that would suit my needs in this particular printer filled that gap nicely.  I absolutely love the double sided printing option. It works really well.  My only gripe is that the software the manufacturer uses for printing is not the best. It’s a small pain point, but it might be something that would discourage other folks so it’s best to disclose that."
217,5,Works great for the price,It was easy to setup and way to use.
218,5,Worth to buy,"Easy setup, good qulity.100 times better than cannon printer."
219,5,exceptional  printer.,"I love my printer.  works great.  set up by best buy.  I have contract.  the help line was suposed to be free but they wanted a lot of money and had to be contract to tale out international viruses, malware,  Thank God for Best buy.  they are the best."
220,5,great printer for the price.,I have a small tax firm and we dont print anymore so often. So a laser is not an option for us. This officejet is exacly what we needed.
221,5,Reliable hp product. It is not going to be a workhorse like the  8600,"It's not as big and easier to handle than the HP 8600 that I replaced. The new one is combined with the other one I have so I can use these for work. You don't get as much ink from the newer ones, but this printer was not made to do the work of the HP 8600. If they still made the HP8600 I would have bought that one. If your printer says it doesn't recognize your aftermarket ink, shut it off, disconnect the printer completely and turn it back on. It will then clear the memory of the HP cartridge and then you can use the other ink."
222,5,Mi mejor experiencia con impresoras,"He tenido varias impresoras, sobre todo de la marca HP por eso me decidi por esta despues de hacer varias busquedas. El delivery fue bastante rapido y las oferts muy buenas. Facil de instalar con todas las indicaciones precisas. La puedes conecyar a varios dispositivos a la vez e imprimir desde la distancia de forma rapida y precisa. La calidad es excelente y las subscripcion para la tinta y el papel llega rapido y de muy buena calidad. Me gusto mucho esta impresora"
223,5,Wonderful,Wonderful
224,5,Easy to Use / Quality Printer!,"Easy to Use & quality printer. I would definitely recommend using the 6 month ink trial if you print a lot. I did read that you have to keep using HP official ink once you start the Instant Ink, but I think it is worth it."
225,5,Got a great deal on it and it works great.,Was fortunate to find this on sale just as my printer died! It has been a space saver but does all the things a larger footprint printer can do. It is actually pretty quite while printing. Have not learned everything about it but so far I really like this printer plus the ink is not as expensive as some others I have had plus I could find the cartridges at one of the giant warehouse clubs for a good price.
226,5,Excellent Print Quality + Linux Friendly,"I have/had an Envy 6055e which was problematic from day one. For some reason, it ""decided"" that it would no longer connect to my network. Most of the problems stem from the fact that it has no panel (never again). Moreover, there was considerable latency from computer to printout.This Office Jet does have an LED panel. It took me about five minutes, using my phone, to set up the printer. You could also set it up from the panel. This thing is much faster than the Envy, and it is less expensive. The Envy is possibly a better photo printer.I once had to scan 80 pages for a ProPublica article I was contributing to. It took many hours. This Office Jet has a document feeder. Overall, the print quality is superb and fast. No smears. I am extremely satisfied.My configuration: socket://192.168.1.207:9100"
227,5,Great printer,I love everything thing about it! The feed function is great! I recently had to scan 28 pages and was able to send them through the feed function with no issues!
228,5,A Real Winner,"I have 2 heavy-duty laser color printers in my home office, a brother and lexmark, both of which have 5-star print quality and durability. I get HP all-in-ones for their quality scanning and to print drafts mostly.  I was always impressed with the print quality, but on several occasions I forgot to switch to a laser on a print job then printed again, only to stare at both sets of docs in excruciating detail to figure out which was which. The HP software is a bit meddlesome but easy enough to use, especially when scanning to file. This thing has never jammed, even with heavier card stock or glossy to print photos - where it really holds its own. I'm not an HP laser guy but on ink jets that is all I ever get and this printer has set the bar even higher. Sets up real easy and was a breeze to connect to WiFi -- it's quiet, fast, and punches way above its price."
229,5,great,"bought this to print our wedding stationary and print on envelopes bc it was literally cheaper to buy a $150 printer than pay a printer to do all of that stuff for us (side note on that - weddings are a scam?) anyways, super easy to set up on wifi, the tray has those arm things you can move to accommodate different paper sizes. i printed on several sizes of envelopes with this back and front. i have not used the fax part yet bc it's not 1963 but i'm sure it's fine"
230,5,Works great,"this prints boldly, with great indicators of when the ink is running low and easy access to order more. It has made printing a breeze!"
231,5,"Great Printer, love 💖 it !","I'm a fan of HP and I have been for many years.So far so good!I managed to find the paper holder and what a strange area, plus you have to bend the paper to get it in the tray.  Ok. No biggie.  I don't see how you could print anything larger than the standard size paper.So far set up has gone well .I have to finish it up.After awhile I will update my review and let you folks know how it has gone.I love it so far!!A few quirks but not enough to deter me from giving the printer a good review.The Canon was returned to WM.  On sale now and I am using the Amazon 3 pay, no interest.What a good deal!!Thank you Amazon and HP!!💞"
232,5,"Like the printer, watch the ink","I have had HP printers for years. I really like the instant ink program which manages to always keep me supplied.  However, I don't like the ink cartridges on this printer, i had ink on my hands and clothes before I realized it.  Be careful installing them, there is essentially an open port you do not want to touch.  Otherwise, they are easy enough to install and printer was a snap to set up."
233,5,Nice printer with all my WiFi control....,This printer is twice as fast as my old OfficeJet Printer and functions very well from all of my devices with very nice print quality.
234,5,Hp is best,Have not set up yet but anticipated it’s going to be a Butte VZ when it’s done
235,5,Keeps going offlne,SO in general I like it. However it keeps going off line  I guess its a setting I need to change and do notknow how to do it so have to set aside the time to let tech support log int my computer to change it for me.  I have instant ink as well so  6 months free ink came with it  and get the extra paper too.  If you go that route up in the new ink when it arrives or your printer will not work.  ( that drove me nuts until I thought HMMM I wonder ) AND YUP  I was right  it started working however the going off line thing is a pain.  My other HP Envy never went off line and so when my kids needed to print from their room it just worked.  If anyone knows the fix please respond  Id love it if that was fixed.
236,5,Great Buy,"I had my old printer so long that HP did not recognize the serial number when I sought help with a failed paper sensor. This new printer is excellent. It was easy to set up with both wifi and direct line to an old HP desktop. Color photos come out far better than expected. The free ink just about equals the cost of the printer. And while there is a push by HP to sign up for a regular ink supply, at a monthly fee, you can delay that decision for six months. The display on the printer is modest, but notices of any printing problems now pop up on my computer screen.Once again I am glad that I went by Amazon's recommendation. That saved me a lot of time finding a printer I really like.."
237,5,This is a really terrific product!,"Easy to set up, easy to use, this beats the heck out of any Epson product. And I used to be an Epson girl. After four Epson printers with never-ending problems, I switched over to this and will never go back!"
238,5,Amazing,"Im very happy with my purchase, great size, great quality, quick connection easy to use. Ink quality is excellent. Fast shipping definitely will buy from this seller again."
239,5,"Easy, easy",This printer was easy to install and connect with my wifi and laptop. I'm not tech savvy but I read and follow instructions well. It does everything I need in my small home office area.
240,5,Great Value,"This is exactly what we needed,  Great printer for home office."
241,5,Impresora,La verdad cumplió mis expectativas. Me a salido muy buena y trabaja perfecto . La uso para trabajos personales .
242,5,easy install works great,easy to install works well
243,5,Gets the job done !,Works great ! Just wish you could make the printing size way smaller . Does not give you many options in size . Besides that works great !
244,5,Great!,I bought this for my home office and so far it has been great. I did sign up for the Auto ink replacement and everything is going well.
245,5,"Perfect Printer for High-Quality, Affordability, and Function!","My husband and I work from home and needed an inexpensive printer that had multiple functions and printed high quality. We chose the HP Office Jet 8015e Wireless, Color, All in One Printer with 6 months free ink with HP+(228F5A), White, white and gray. extra ink arrived in days of our purchase.This all-in-one printer will print, copy,  and scan, and will do 2-sided printing. You can use your phone to run all its functions. It has built-in security to enhance protection from viruses and malware. It also detects and resolves connectivity problems, which is a must for me. This printer keeps itself up to date and fixes any issues automatically.We needed it to fit in a small space and it fit perfectly on a small table.The set up was very easy, and we were able to get everything connected to the app. From the box to operational was a matter of 10/15 minutes. We are very happy with this printer and the value was very good."
246,5,Good printer for home,"So far so good, it is a good printer for home. I got this for my daughter she is in college and she prints stuff sometimes our old printer was not keeping up anymore. Highly recommended."
247,5,"Good printer, value for money.",
248,5,Best Printer Fit for any home,Of all the printers I have and have had this one is my favorite.  I love that the paper is loaded in the front. There is simple instructions to follow in the booklet as well as the touch screen. At times when I became somewhat confused about something HP made it simple by my calling their customer service which gave se simple instructions and answers right away.  Any time I buy printers I can always count on HP but this 8015e printer is truly the best and you best believe I have tried ALOT of them
249,5,Was the easiest setup possible,"Wore out my other HP and ordered this wireless.  Read the reviews about problems others had, but had no problems at all.  Worked like magic!  Very happy."
250,1,Unreliable and Repeated Connection Issues that have No Solution,"I have never wanted to run over a piece of technology with a truck as much as I do with this printer. The print quality and speed are ideal for home use, WHEN it works, but that's only been about 50 percent of the time I've owned it.I was looking forward to using this printer with an instant ink subscription (advertised as being included for a few months for free), as I've used that with past hp printers I've owned. Unfortunately, I was NEVER able to redeem the free months of instant ink because the printer wouldn't allow me to set up and connect it to my wifi when I first received it. I spent literal hours on the phone with hp support, which resulted in exactly NO actual help. They ultimately told me that because my internet connection was a mobile hotspot that it was too unstable to support the printer. Ironically, my other hp printer always ran exclusively on the same mobile hotspot and there is a tower a mile down the road from my call carrier, meaning I always have 5 bars of 5G on my cell service so unstable connection is definitely NOT the issue.At some point, the printer decided to connect using a concoction of multiple cell phones, each with a specific set of bluetooth, mobile hotspot, wifi, and the very stupid hp ""smart"" app. It worked for months flawlessly. At times I had my mobile hotspot turned off and it would reconnect with no issue at all. Printed great (though photo quality always looks a bit off color-wise to me). I paid for instant ink for months and everything ran smoothly.Then, for no apparent reason, I'd go to use the printer one day and the touchscreen would just say ""cartridge cannot be used until printer is enrolled in HP instant ink"" ...even though the instant ink subscription was still very much current and active. IF the printer would connect to the internet, it would have registered that information, however, there is NO way to exit that message screen to get it to connect to the internet again. No back button, no home button, nothing at all on the touchscreen. HP support recommended turning the printer off, unplugging it, and trying again. Spent hours trying and just received the same message. This happens every few months. I then go weeks, or months without use of the printer before it randomly begins working again, only to have the same problem several weeks down the road.I finally gave up on the instant ink and purchased genuine hp ink for the printer, to the tune of $80 or something ridiculous since the error message seemed related to the ink subscription, hoping that I could then at least get it to connect to the internet and function again. Incredibly, after installing the brand new cartridges and restarting everything yet again, the printer printed out an alignment page but showed a message that it couldn't scan it properly so setup wasn't complete. It then showed a screen that I need to go to 123.hp com to complete setup...which takes me to a page that requires downloading hp smart to my phone (it's already there) then the hp smart app gives me setup options for adding a new printer or setting one up that's already connected to the internet. But since this one is STILL NOT in wifi connection mode (and again, not giving ANY way to do that from the printer) the app can't find the printer, won't connect using wifi direct printing, won't offer me any other options from the app OR the printer screen.So, now it's Christmas. I'm trying to print a photo of my daughter's dog for a memorial ornament she requested after he died this year and I've spent 4 hours over the past 2 days just trying to print this ONE photo because my $170 printer is, in fact, just a giant, obnoxious paper weight. I've spent an additional $80 on ink, despite still actively paying for instant ink (and having entire, brand new cartridges from instant ink sitting right beside my printer) and this thing won't connect to my perfectly functional internet because it WON'T EVEN GIVE ME A WIFI CONNECTION OPTION.Could not be more frustrated and disappointed in this product. Print speed and quality is entirely irrelevant if the printer doesn't even give you a way to access the internet connection setup screen and therefore, literally will not function in any capacity."
251,1,"Not So Free Ink, Weak Wi-Fi","I Got this printer to replace an old Canon that stopped working after 10 years. One reason for picking this printer was the ""free"" 6 months of ink. Well, I needed to call tech support just to set the printer up. The tech support person wanted to install HP software on my computer. Now I know the difference between software and drivers, and I told tech support that I did not need software just drivers. After some back and forth the tech finally relented and helped me install just drivers and no HP bloatware. After the tech finished helping me with the drivers the printer needed to go through a registration process to activate my ""free"" ink. As part of the process of registering the printer I was told that I should keep the printer turned on all the time. All was well and good until about a week later when I turned the printer back on. The printer wanted to start the activation process all over again. I was able to get the printer back online without tech support this time and it stayed activated after that even though I turn my printer off when not in use. about 2 months later I get my ""free"" ink in the mail, right on time because the original cartridges are going empty after only 20 or 30 pages. I installed the new cartridges, and the printer worked well for another 3 and a half months. At about the 5 and a half month point I get an email saying my ""free"" ink period is about to expire, now I have printed about 50 pages over the 6-month period. I went to the HP ink web page and canceled my $5.99 a month subscription ( a week later they sent me an email informing me that the price was increased to $6.99 a month), and that is when I was informed that if I cancel my ink subscription my printer cartridges will be turned off, and now my ""free"" ink is USELESS and my printer will not print until I replace the full ink cartridges, and a new set of cartridges for the printer will cost About $85.00UpdateAfter I replaced all of the ink cartridges, and turned my printer back on again it said it needed to be set up again. Well now this is the third or fourth time I need to do the initial set up. I call tech support (time to start a paper trail) and ""we"" discover that the printer has dropped its IP address. The tech insists that there is a problem with my switch/router causing the issues. A couple of weeks later the same thing happens again, and again I am on the phone with tech support, and they say I have internet issues. When I ask why all of my other devices work and only my HP printer drops its IP address every couple of weeks they dance with the question. A couple of days later a rep from tech support called me and said that they want to replace the printer.When I received the new printer, I was able to set it up without any issues. Two weeks later I turned on the printer and it said setup needed, and there is no IP address in the printer. I called tech support, and again they blamed the issue on my internet. I was told that the printer would work better if I used a network cable instead of Wi-Fi. When I explained to the tech support rep that the printer was WIFI only (no Ethernet port) he suggested that the printer was too far (15 feet) from the router and that it had to be within 10 feet of the router. When I asked the rep how weak signal would cause the printer to lose its IP address, he could not answer the question but insisted that I would need to get up from my desk with my Wi-Fi connected computer on it and walk into the next room to turn on my printer, then walk back to my desk with my Wi-Fi connected computer on it to send the print job to the printer, and again walk back to the printer to retrieve the printed documents from the printer that is nice and comfy snuggled in right next to my Wi-Fi router.Now when I turn my new Brother printer on it says ready to print every time."
252,1,RUN! DO NOT PURCHASE,"Our household has always relied on Canon products, which have served us well over the years. However, in April 2024, we decided to take a chance on an HP All-in-One printer because of a promotional offer that included three months of ink supplies. This decision has turned out to be one of the most frustrating experiences in my history of printer purchases.Since purchasing the HP printer, I have yet to successfully use it. The printer refuses to stay connected to any device, making it impossible to print anything of value. Despite countless troubleshooting attempts, the only thing it has successfully printed is the HP instruction page — and now, the initial ink supply is completely depleted.I reached out to HP customer support, but the experience was equally disappointing. During my first call, the agent informed me that my printer wasn’t compatible with my internet and claimed I needed to purchase a firewall for $200, $400, or $600, depending on the coverage period. When I expressed my doubts and requested an American agent for clearer communication, my call was disconnected.On my second attempt, the agent recommended that I purchase a newer HP printer with no upfront cost and a $12.99 monthly payment plan. When I declined and asked to speak to a manager, I was placed on hold — only for the call to be disconnected once again. During my third call, the agent bluntly stated there was nothing they could do, as I should have contacted HP earlier in April, despite my ongoing issues since the purchase.When I turned to Amazon for support, I was informed that my warranty had expired. I tried explaining the ongoing nature of the issue, but both HP and Amazon refused to take responsibility. This lack of accountability from two major companies has been extremely frustrating.This entire experience has reaffirmed my loyalty to Canon. For over 15 years, Canon products have never let me down, offering reliability and excellent performance. In stark contrast, HP has failed to meet even the most basic expectations. I strongly recommend avoiding HP products entirely. Take the time to research other brands that value and support their customers.Additionally, my frustration with Amazon’s declining customer service has prompted me to reconsider my reliance on their platform. I am gradually shifting my purchases to competitors and encouraging my family to do the same. Amazon's services have noticeably deteriorated in recent years, and this experience with HP has further highlighted their shortcomings."
253,1,HPos Again,"This is at least my 5th HP printer. The 7400, 8500, and now this 8015 All are a nightmare to set up. This 8015 has some PIA features, that I had to call C.S to get handled.The reason I bought this is my O.S is Win7pro Svc pk1. I know it is old, however the irony of this is that the Printer will not recognize my router password due to Network being a WPA2 it only will accept WPA which is as old as my O.S! So no Handshake unless I turn my network into WPA and then maybe I can get it on my Network.My other Laptop is Win10 and the drivers installed fine but cannot see it on the Network when looking for Device>Printer. Due to Web search and learning WPA info aforementioned and why it will not accept my Router Pword, just gives Error.It does however Print wireless via a short code the Printer offers and then to fill in a blank at driver install time. After MAKING me get a MICROs___t email box. . .Ughh.To be honest, It is such a task to install an HP printer and now they do not even include a .50 cent DVD with the drivers. Nope, they want you to go to 123.HP to then get an installer which gave me two errors and had to system restore to get the Hook out of my O.S to throw it in the trash as the version it gave me at the site says my O.S is not new enough albeit Win7 SvcPk1 that is a Minimum.I will take a day off as computers are such a time suck for something that was supposed to be a time saver. See if I need to downgrade my security WPA2 to WPA, give it the Router PWord and then see if the BASIC Driver pkg will be acceptable and then go see if the Win10 Laptop will connect again after down grading the Security on that one too and see if it does not invalidate the code used when generated via Printer Window>Settings and then filled into at driver install. Pathetic.I did sign up for the HP+ which is really a spy for firmware upgrades, (we all know how those turn out) and the ink deal as I really only print a few shipping labels a month or a Movie script twice a year. Which is when they will hose me for per page prints. However 130 for ink cartridges that dry out the subscription is better FWIW. My hands were tied due to O.S on this one, not many Win7 compatible printers leftUPDATE Almost a Year owning it and I have not used it Once. I print a PDF and take it to work to print what I need. Every time I go to use it, It wants to re install and be on the Network just to make a PhotoCopy! RUN! This is another Huge PoS from HP.o.s."
